title,price,stock,model,description,FirmCode,Número de Cuerdas,Guitarra Serie,Forma de Cuerpo,Material Cuerpo,Origen,Acabado de Cuerpo,Material Mastil,Frets Size,Material Diapason,Escala,Numero de Trastes,Radio Diapason,Forma de Mastil,Pastilla Mastil,Pastilla Puente,Código de barras,Estuche ó Funda,Ajuste de pastillas,Acabado Mastil,Pastilla Media,scale,radius
"Fender American Professional II, Telecaster, Mercury, Guitarra eléctrica con case",37107.0,Disponible,0113940755,"La American Professional II Telecaster® se basa en más de setenta años de innovación, inspiración y evolución para satisfacer las demandas del jugador actual. Nuestro popular mástil Deep ""C"" ahora luce bordes de diapasón lisos enrollados, un acabado satinado ""Super-Natural"" y un talón de mástil",Fender,6.0,American Professional II,Telecaster,Alder,EEUU,Gloss Urethane,Maple,Narrow Tall,Rosewood,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Single-Coil Tele,V-Mod II Single-Coil Tele,885978577286.0,CASE,SS,“Super-Natural” Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
"Fender American Professional II, Stratocaster, Roasted Pine, Guitarra Eléctrica con case",39231.0,Disponible,0113900763,"En 2017 Fender lanzó las American Professional Series, cambiando los parámetros de excelencia y calidad en guitarras eléctricas para siempre. Hoy llega la nueva etapa de esta evolución; Fender American Professional II. Esta serie cuenta con mejoras importantes a los modelos originales, dotando estas",Fender,6.0,American Professional II,Stratocaster,Roasted Pine,EEUU,Gloss Urethane,Maple,Narrow Tall,Rosewood,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Single-Coil Strat,V-Mod II Single-Coil Strat,885978577569.0,CASE,SSS,“Super-Natural” Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,V-Mod II Single-Coil Strat,648.0,241.0
"Gibson SG Tribute, Vintage Cherry Satin, Guitarra Eléctrica",32100.0,Disponible,SGTR00AYNH1,"Disponible en Vintage Cherry Satin y Natural Walnut Satin, el SG Standard Tribute cuenta con un cuerpo de caoba tradicional y un mástil de arce de perfil redondeado con diapasón de palisandro. Tiene un acabado con un golpeador negro de 5 capas de cara completa cargado con pastillas de doble bobina",Gibson,6.0,MODERN,SG,Mahogany,EEUU,Satin Nitrocellulose Lacquer,Maple,Medium Jumbo,Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Rounded,490R,490T,711106035505.0,,,,,629.0,305.0
"Gibson Tribute, SG, Natural Walnut, Guitarra Eléctrica con case",32100.0,Disponible,SGTR005NNH1,"Las guitarras Gibson son símbolo de calidad y superioridad musical. En 1961 la marca decidió hacer un cambio radical en la famosa Les Paul modificando la forma del cuerpo haciéndolo mas delgado, cómodo y con mas espacio para alcanzar las notas mas altas,  pero el creador del clásico modelo no estuvo",Gibson,6.0,MODERN,SG,Mahogany,EEUU,Satin Nitrocellulose Lacquer,Maple,Medium Jumbo,Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Rounded,490R,490T,711106035512.0,CASE,,,,629.0,305.0
"Gibson Special, SG, Ebony, Guitarra Elétrica con case",39509.99,Disponible,SGSP00EBCH1,"Las guitarras Gibson son símbolo de calidad y superioridad musical. En 1961 la marca decidió hacer un cambio radical en la famosa Les Paul modificando la forma del cuerpo haciéndolo mas delgado, cómodo y con mas espacio para alcanzar las notas mas altas,  pero el creador del clásico modelo no estuvo",Gibson,6.0,,SG,Mahogany,EEUU,Gloss Nitrocellulose Lacquer,Mahogany,Medium Jumbo,Indian Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Slim Taper,P-90,P-90,711106069289.0,CASE,,,,629.0,305.0
"Gibson Standard, SG, Ebony, Guitarra Eléctrica con gig bag",44450.01,Disponible,SGS00EBCH1,"La Gibson SG Standard luce el aspecto clásico y las características asociadas con los modelos SG de finales de los 60 buscados por muchos. Un mástil de caoba de perfil redondeado, un diapasón de palisandro encuadernado, una articulación del mástil del traste 19 de espiga larga y un cuerpo de caoba",Gibson,6.0,MODERN,SG,Mahogany,EEUU,Gloss Nitrocellulose Lacquer,Mahogany,Super Jumbo,Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Rounded,490R,490T,711106035611.0,CASE,HH,,,629.0,305.0
"Gibson Tribute, Les Paul, Satin Cherry Sunburst, Guitarra Eléctrica con gig bag",32100.0,Disponible,LPTR00WSNH1,"Las guitarras Gibson son símbolo de calidad y superioridad musical y la Les Paul es considerada por muchos la mejor guitarra eléctrica de la historia.  La GIBSON LES PAUL TRIBUTE, SATIN CHERRY SUNBURST es el homenaje perfecto a este instrumento legendario y no tendrás que vender tu casa para",Gibson,6.0,MODERN,Les Paul,Mahogany,EEUU,Satin Nitrocellulose Lacquer,Maple,Medium Jumbo,Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Rounded,490R,490T,711106035499.0,Gig Bag,,,,629.0,305.0
"Gibson Slash Edición Limitada, Les Paul, Vermillion Burst, Guitarra Eléctrica con case",74800.0,Disponible,LPSS00VMNH1,"Sin duda uno de los músicos mas representativos del hard rock es Slash. El guitarrista de la legendaria banda Guns n´ Roses siempre ha utilizado la Les Paul para llevar sus Riffs a las masas. Por eso Gibson le construyó la GIBSON SLASH LES PAUL EDICIÓN LIMITADA, VERMILLION BURST. Esta incluye un par",Gibson,6.0,Artist,Les Paul,Mahogany,EEUU,Gloss,Mahogany,Super Jumbo,Rosewood,"24.75"" (629 mm)",22.0,"12"" (305 mm)",50s Vintage,Custom Burstbucker Alnico II (Dbl Black),Custom Burstbucker Alnico II (Dbl Black),711106036632.0,CASE,HH,,,629.0,305.0
"Gibson Les Paul Deluxe 70s 70s Cherry Sunburst, guitarra elÃ©trica",69160.0,Disponible,LPDX007CCH1,"Vuelve un clásico de los 70 Lanzada por primera vez en 1969, la Deluxe vio la introducción de la Mini Humbucker™ en la alineación de Les Paul™. Los Mini Humbuckers conservan el rendimiento sin zumbidos de sus primos de tamaño completo, pero con una tonalidad algo más clara y brillante. El nuevo",Gibson,,,,,,,,,,,,,,,,711106531205.0,,,,,,
"Gibson ES-335 Satin Satin Cherry, Guitarra Eléctrica",74100.0,Disponible,ES35S00WCNH1,"La piedra angular de la alineación Gibson ES. La Gibson ES-335 DOT es la piedra angular de la gama Gibson ES. Desde su aparición inaugural en 1958, la Gibson ES-335 estableció inmediatamente un estándar inigualable. El diapasón de palisandro con incrustaciones de puntos perlados en un mástil de",Gibson,,MODERN,ES-335,3-Ply Maple/Poplar/Maple,EEUU,Satin Nitrocellulose Lacquer,Mahogany,Medium Jumbo,Rosewood,"24.75"" (629 mm)",22.0,,"Rounded ""C""","Calibrated T-Type, Rhythm","Calibrated T-Type, Lead",711106024981.0,,,,,629.0,
"Epiphone Power Players, SG, Paquete de guitarra Eléctrica",7429.0,Disponible,ES1PPSGRANH1,"La Epiphone Power Players SG™ es una versión 3/4+ inspirada en la legendaria forma Gibson SG. Tiene una longitud de escala de 22.73 ""y un cuerpo de caoba ligeramente más pequeño, lo que lo hace ligero, fácil de jugar y una excelente opción para los jugadores más jóvenes. El Power Players SG también",Epiphone,,MODERN,SG,Mahogany,,Gloss,,Medium Jumbo,Indian Laurel,22.75” (578 mm),22.0,"12"" (305 mm)",,,,711106086354.0,Gig Bag,,,,578.0,305.0
"Epiphone IGC 60th Anniversary 1961, SG Les Paul, Guitarra Eléctrica",13570.0,Disponible,EOOLJJWWNH3,"A principios de la década de 1870, en Turquía, el griego Anastasios Stathopoulo fundó su propia compañía para crear y vender violines, laudes y lioutos. En 1903 mudó su compañía a Estados Unidos. Esta fue creciendo gradualmente hasta convertirse en una de las marcas mas importantes de instrumentos",Epiphone,6.0,Artist,,Mahogany,EEUU,Aged Gloss,Mahogany,Medium Jumbo,Indian Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)","Medium ""C""",,,0.0,Gig Bag,,,,629.0,305.0
"Epiphone Muse, SG, Scarlet Red Metallic, Guitarra Eléctrica",10700.0,Disponible,ENMSSRMNH1,"A principios de la década de 1870, en Turquía, el griego Anastasios Stathopoulo fundó su propia compañía para crear y vender violines, laudes y lioutos. En 1903 mudó su compañía a Estados Unidos. Esta fue creciendo gradualmente hasta convertirse en una de las marcas mas importantes de instrumentos",Epiphone,6.0,Epiphone Inspired by Gibson,SG,Mahogany,China,Metallic Gloss,Mahogany,Medium Jumbo,Indian Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Custom C,Alnico Classic PRO,Alnico Classic PRO,711106477060.0,NO INCLUYE,,,,629.0,305.0
"Epiphone SG Muse, Jet Black Metallic, Guitarra Eléctrica",10700.0,Disponible,ENMSJBMNH1,"La Epiphone SG ™ Muse de la nueva colección Inspired by Gibson ™ presenta un perfil SG clásico con un cuerpo de caoba impulsado por humbuckers ™ Alnico Classic PRO ™ de alto rendimiento con controles de fase y división de bobina, además de un circuito de sangrado de agudos para mantener la claridad",Epiphone,,Epiphone Inspired by Gibson,SG,Mahogany,China,Metallic Gloss,Mahogany single,Super Jumbo,Indian Laurel,"24.75"" (629 mm)",22.0,"12"" (305 mm)",Custom C,Alnico Classic PRO,Alnico Classic PRO,711106477039.0,,,,,629.0,305.0
"Epiphone Extura Prophecy, Purple Tiger Aged Gloss, Guitarra Eléctrica",22220.0,Disponible,EIXYPTABNH1,"A principios de la década de 1870, en Turquía, el griego Anastasios Stathopoulo fundó su propia compañía para crear y vender violines, laudes y lioutos. En 1903 mudó su compañía a Estados Unidos. Esta fue creciendo gradualmente hasta convertirse en una de las marcas mas importantes de instrumentos",Epiphone,6.0,Prophecy Extura,Extura,Mahogany,China,Aged Gloss,Mahogany,Jumbo,Ebony,"24.72"" (628 mm)",24.0,"12"" (305 mm)",Asymmetrical Slim Taper,Fishman Fluence Proprietary,Fishman Fluence Proprietary,711106039886.0,NO INCLUYE,,,,628.0,305.0
"Epiphone Prophecy, SG, Blue Tiger Aged Gloss, Guitarra Eléctrica",22220.0,Disponible,EISYBTABNH1,"A principios de la década de 1870, en Turquía, el griego Anastasios Stathopoulo fundó su propia compañía para crear y vender violines, laudes y lioutos. En 1903 mudó su compañía a Estados Unidos. Esta fue creciendo gradualmente hasta convertirse en una de las marcas mas importantes de instrumentos",Epiphone,6.0,Prophecy SG,SG,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Ebony,"24.72"" (628 mm)",24.0,"12"" (305 mm)",Asymmetrical Slim Taper,ProBucker 2 humbucker w/coil-splitting,ProBucker 3 humbucker with Coil-splitting,711106040202.0,NO INCLUYE,,,,628.0,305.0
"Epiphone Les Paul Custom, Ebony, Guitarra Eléctrica",18020.0,Disponible,EILCEBGH1,"La nueva Les Paul Custom es parte de la colección Inspired by Gibson de Epiphone y rinde homenaje al clásico de los años 50 diseñado por el propio Sr. Les Paul en 1954 como la versión ""esmoquin"" de su innovadora obra maestra de cuerpo sólido. Con el tradicional cuerpo de caoba encuadernado a medida,",Epiphone,,Epiphone Inspired by Gibson,Les Paul,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Ebony,"24.75"" (629 mm)",22.0,"12"" (305 mm)",60s SlimTaper,,Epiphone ProBucker 3,711106478265.0,,,,,629.0,305.0
"Epiphone Les Paul Custom, Alpine White, Guitarra Eléctrica",18020.0,Disponible,EILCAWGH1,"La nueva Les Paul Custom es parte de la colección Inspired by Gibson de Epiphone y rinde homenaje al clásico de los años 50 diseñado por el propio Sr. Les Paul en 1954 como la versión ""esmoquin"" de su innovadora obra maestra de cuerpo sólido. Con el tradicional cuerpo de caoba encuadernado a medida,",Epiphone,,Epiphone Inspired by Gibson,Les Paul,Mahogany,China,Gloss,Mahogany,Medium Jumbo,Ebony,"24.75"" (629 mm)",22.0,"12"" (305 mm)",60s SlimTaper,,Epiphone ProBucker 3,711106478272.0,,,,,629.0,305.0
"EVH Series Standard, 5150, Slime Green, Guitarra Eléctrica",25713.0,Disponible,5108001525,"Pocas marcas de guitarras pueden presumir que tuvieron a un músico encargado de diseñar, tocar y poner a prueba los prototipos de sus instrumentos. Y solo una marca puede presumir de tener las iniciales del mejor guitarrista de todos los tiempos en su nombre; EVH Brand Guitars. Estos veloces",EVH,6.0,5150,5150,Basswood,México,Gloss Urethane,Quartersawn Maple,Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)","EVH Modified ""C"" Backshape",Direct Mount EVH Wolfgang Humbucking,Direct Mount EVH Wolfgang Humbucking,885978725335.0,NO INCLUYE,HH,Hand-Rubbed Satin Urethane,,648.0,304.8
"EVH Striped Series, Other, Black with Yellow Stripes , Guitarra Eléctrica",26883.0,Disponible,5107902528,"Pocas marcas de guitarras pueden presumir que tuvieron a un músico encargado de diseñar, tocar y poner a prueba los prototipos de sus instrumentos. Y solo una marca puede presumir de tener las iniciales del mejor guitarrista de todos los tiempos en su nombre; EVH Brand Guitars. Estos veloces",EVH,6.0,Striped Series,Other,Basswood,México,Gloss Urethane,Quartersawn Maple,Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)","EVH Modified ""C"" Backshape",,EVH Wolfgang Humbucking,885978341900.0,NO INCLUYE,H,Hand-Rubbed Satin Urethane,,648.0,304.8
"EVH Special, Wolfgang, Sat Surf Green, Guitarra Eléctrica",25713.0,Disponible,5107701557,"Pocas marcas de guitarras pueden presumir que tuvieron a un músico encargado de diseñar, tocar y poner a prueba los prototipos de sus instrumentos. Y solo una marca puede presumir de tener las iniciales del mejor guitarrista de todos los tiempos en su nombre; EVH Brand Guitars. Estos veloces",EVH,6.0,Wolfgang Special,Wolfgang,Basswood,México,Satin Urethane,Quartersawn Maple,Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)",Wolfgang Backshape,Direct Mount EVH Wolfgang Humbucking,Direct Mount EVH Wolfgang Humbucking,885978725250.0,NO INCLUYE,HH,Hand-Rubbed Satin Urethane,,648.0,304.8
"Charvel Pro-Mod DK24 HH HT M Mahogany with Figured Walnut,Natural, Guitarra Eléctrica",22914.0,Disponible,2969471557,"En el multiverso musical de los guitarristas existen aquellos que no están satisfechos con los modelos tradicionales y buscan armar su propio instrumento pieza por pieza, como si se tratara de un automóvil Hot Rod. Estos individuos son conocidos como “gear - heads”. Sus habilidades musicales y su",Charvel,6.0,Pro-Mod,Dinky,Mahogany,México,Satin,Maple,Jumbo,Maple,"25.5"" (648 mm)",24.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)",Speed Neck with Rolled Fingerboard Edges,Seymour Duncan Alnico II Pro APH-1N,Seymour Duncan Full Shred SH-10B,885978354795.0,,HH,Hand-Rubbed Satin Urethane,,648.0,304.8
